patient_id,first_name,last_name,gender,birthdate,age,race,ethnicity,address,city,state,zip,country,marital_status,language,insurance,ssn,smoking_status,alcohol_use,education,employment_status,income,housing_status
55a3ea86-f31c-4e93-bd55-d6f9304a8d66,Donna,Gomez,male,1969-08-06,56,White,Not Hispanic or Latino,0106 Mcbride Coves Apt. 338,Taylorburgh,KY,61138,US,Never Married,Vietnamese,Uninsured,256-10-7261,Current,Regular,Bachelor,Employed,5105,Stable
2fce1e5a-0481-4ce3-943b-43adcefb8f88,Lindsey,Chase,female,1911-08-21,114,White,Not Hispanic or Latino,80132 Tucker Forest,Barreraburgh,MS,00783,US,Separated,Vietnamese,Medicaid,400-34-7455,Never,Occasional,Bachelor,Retired,139645,Stable
9f89e911-0f31-4c22-ba48-0c0ec63b25fe,Justin,Horton,male,1934-08-15,91,White,Not Hispanic or Latino,34309 Julie Centers Apt. 978,North Susan,CO,24857,US,Separated,Spanish,Medicare,071-77-1114,Never,Never,Bachelor,Employed,176078,Stable
31298641-90a5-4e55-b4ec-1e86b374fc22,Emma,Young,male,2024-07-23,1,Other,Hispanic or Latino,399 Christine Manor,Sarahborough,TN,94373,US,Married,German,Medicaid,322-31-4352,Current,Never,None,Student,0,Stable
c4f861da-afbf-4348-8bf4-2a9bae34b029,Randy,Powers,male,1923-08-18,102,Asian,Hispanic or Latino,5107 Charles Forest Suite 251,West Justin,NV,71701,US,Never Married,Vietnamese,Medicare,721-39-8667,Current,Never,High School,Employed,151050,Stable
cb9df76b-c846-4c9b-83bc-593be9b1c39c,Alan,Montoya,female,2015-07-26,10,White,Not Hispanic or Latino,124 Pamela Summit Apt. 449,Lake Matthew,TX,83631,US,Divorced,French,Medicaid,874-34-8281,Never,Occasional,None,Student,0,Stable
6d1619a0-1299-4e65-a75e-9012a4f603ea,Tracy,Whitehead,female,1955-08-10,70,Hispanic,Not Hispanic or Latino,64005 Dana Greens,Lake Scott,VT,56558,US,Married,French,Uninsured,575-02-1833,Never,Occasional,Master,Employed,116164,Stable
d4a77503-8c8f-4636-9282-caf477411d60,Charles,Ware,male,1972-08-05,53,White,Hispanic or Latino,059 Russell Canyon,Michaelton,MH,47399,US,Married,Spanish,Private,216-88-4089,Never,Heavy,Doctorate,Employed,15370,Stable
4e04ab28-5c62-465d-8ac6-0f15dfc58a9d,Elizabeth,Gomez,female,2005-07-28,20,White,Not Hispanic or Latino,232 Nicole Burg Apt. 563,Erikville,MS,05576,US,Separated,English,Medicaid,880-61-3645,Never,Never,Bachelor,Disabled,151828,Stable
042b3b49-452c-4129-aaa1-954382ad4b4d,James,Sellers,male,2023-07-24,2,White,Not Hispanic or Latino,3303 Murphy Way Apt. 458,Frazierside,MA,04118,US,Separated,English,Uninsured,119-34-2926,Never,Regular,None,Student,0,Stable
f855f386-d9c2-4a63-8402-c7d15229f595,Beverly,Terrell,male,1966-08-07,59,White,Hispanic or Latino,96556 Paul Ports,West Bradley,NE,00722,US,Divorced,English,Medicare,533-69-3229,Former,Never,Bachelor,Employed,137044,Stable
d56198b9-6b7b-47bd-9a54-ef02615afc2c,Michael,Jones,male,1966-08-07,59,White,Not Hispanic or Latino,514 Estrada Islands Suite 482,South Elizabeth,MS,89278,US,Widowed,German,Private,767-23-9325,Never,Heavy,None,Retired,26209,Stable
a52ae203-d31e-43c5-beed-9c93d3bc5989,Kevin,Kelley,male,1964-08-07,61,Hispanic,Not Hispanic or Latino,4369 Marshall Mills,New Thomas,MH,96964,US,Separated,Spanish,Private,174-85-1390,Never,Occasional,None,Employed,138658,Stable
ec5190f9-4d5b-4758-838e-9b2eb9c1a32a,Justin,Beck,male,2000-07-29,25,Black,Hispanic or Latino,34332 Brandon Mountains Apt. 769,Lake Heather,NM,52884,US,Divorced,English,Medicare,250-19-0091,Current,Occasional,Bachelor,Disabled,188117,Stable
50cc0955-58bb-4b63-b1e8-6efa7e520a3a,Patricia,Dalton,female,1980-08-03,45,White,Not Hispanic or Latino,3287 Angela Vista,South Dennismouth,TN,70117,US,Separated,English,Private,573-77-5199,Never,Regular,Master,Employed,167015,Temporary
cb80a31a-92dc-4923-8cf3-416980bc8155,Stephanie,Vance,male,1980-08-03,45,White,Not Hispanic or Latino,727 Green Gateway Suite 873,Scottport,IA,36115,US,Never Married,Chinese,Uninsured,344-41-8850,Current,Regular,None,Retired,112666,Stable
3174d5c5-97d7-4bc5-a47b-fa080f70ace5,Christopher,Hernandez,female,1912-08-20,113,White,Hispanic or Latino,231 Russell Plains Suite 603,Priceshire,UT,03061,US,Widowed,Vietnamese,Medicaid,878-98-9433,Never,Regular,High School,Employed,40515,Stable
aa968c34-7226-45e8-bc99-baf637a03a64,Omar,Smith,female,2003-07-29,22,Hispanic,Not Hispanic or Latino,6688 Tracy Groves Suite 706,Elizabethfurt,VA,22133,US,Married,English,Medicaid,861-60-2092,Never,Regular,Bachelor,Employed,100281,Stable
8d621805-3edf-4faa-abde-962477f142a5,Tina,Ferguson,female,1976-08-04,49,White,Not Hispanic or Latino,901 Taylor Mountain Apt. 046,Jasonmouth,MA,50193,US,Divorced,Spanish,Private,285-97-6907,Former,Never,None,Unemployed,18198,Temporary
feef2229-4351-4207-93ab-f5ae8ea39d01,Johnny,Miller,male,2012-07-26,13,Asian,Not Hispanic or Latino,805 Debra Tunnel,Port Anthonybury,ID,03172,US,Divorced,English,Uninsured,637-20-3909,Never,Heavy,None,Student,0,Stable
4c18f58d-dbc6-4c5b-b1c4-fdeeacc77224,David,Caldwell,male,2008-07-27,17,Other,Hispanic or Latino,4529 Kimberly Estates,Danieltown,ME,75971,US,Separated,Chinese,Medicare,694-49-6499,Former,Never,None,Employed,0,Temporary
b8727eca-ee30-444e-9f04-ce09503a90d0,Shelly,Gonzalez,male,1940-08-13,85,White,Not Hispanic or Latino,49190 Patel Shore,Caseymouth,AL,55558,US,Separated,German,Private,843-63-1730,Never,Never,High School,Employed,132939,Temporary
e22eca6f-1a1a-4514-b29b-a318661e85ed,Ryan,Cox,male,1984-08-02,41,White,Hispanic or Latino,262 Gilbert Plain Suite 769,Marcusbury,MP,11860,US,Married,Vietnamese,Medicare,286-58-3996,Never,Occasional,Bachelor,Employed,79658,Stable
2bdf5305-943a-4548-aaf0-0f6f7ccbf93f,Karen,Hudson,male,1985-08-02,40,White,Not Hispanic or Latino,0752 Lewis Union Suite 549,Angelahaven,ID,11722,US,Married,French,Medicare,248-93-6659,Current,Never,Bachelor,Retired,165921,Stable
fbcb2fd4-bdd3-47b2-969e-2485f6fe6631,Tracy,Chang,male,1964-08-07,61,Black,Not Hispanic or Latino,770 Kelly Lodge Apt. 495,Transtad,NE,98272,US,Widowed,Spanish,Medicaid,564-43-5765,Never,Never,Master,Employed,150908,Stable
82387689-02f6-4e8e-9242-f32f6294c320,Jacqueline,Nelson,male,1915-08-20,110,Black,Hispanic or Latino,13518 James Streets Suite 498,Tinaborough,LA,30317,US,Widowed,German,Uninsured,370-23-4953,Current,Never,High School,Employed,135779,Stable
d2ece319-e87e-42db-98f2-9f3f1ce668b3,Alexis,Ferguson,female,1924-08-17,101,Asian,Hispanic or Latino,08427 Monique Ports Suite 777,Jackton,KS,63117,US,Married,Chinese,Uninsured,117-09-6566,Never,Never,Bachelor,Student,116893,Stable
41f4792e-14ea-48e0-b126-77ce041f3105,Travis,Ray,male,2016-07-25,9,White,Hispanic or Latino,29413 Angela Mall,Port Alexandra,NV,58529,US,Married,Vietnamese,Medicaid,305-76-7026,Current,Never,None,Student,0,Stable
9920851a-97e0-4720-93b5-8241e1021af4,Kevin,Oliver,male,2012-07-26,13,White,Not Hispanic or Latino,34123 Andrea Estate,South Shannonfort,LA,04779,US,Separated,French,Uninsured,238-37-4633,Never,Regular,None,Student,0,Stable
59b53c39-9e2e-487a-aa00-79acb93983ea,Jacqueline,Gibson,male,2014-07-26,11,White,Not Hispanic or Latino,9361 Deborah Grove,North Brian,WY,40820,US,Widowed,Spanish,Private,610-96-9326,Current,Regular,None,Student,0,Stable
169878ba-3e4c-4243-890f-1ba42c7a1f3d,Samantha,Gonzales,male,1984-08-02,41,Black,Not Hispanic or Latino,464 Kim Rapid Apt. 659,Anthonybury,TX,75893,US,Widowed,German,Medicare,602-03-4416,Never,Never,Bachelor,Employed,101936,Stable
f14027c2-f214-437b-b092-e0700e0c76f3,Barbara,Hines,male,2012-07-26,13,White,Hispanic or Latino,8742 Walters Overpass,South Michaelmouth,MD,88336,US,Divorced,French,Private,108-21-5404,Never,Never,None,Student,0,Stable
e531248b-e759-4003-b5dc-0a644238ec55,Robert,Simpson,male,1906-08-22,119,White,Not Hispanic or Latino,071 King Crescent Suite 808,Gutierrezborough,NC,47920,US,Never Married,Spanish,Medicaid,638-97-8168,Never,Occasional,None,Employed,110510,Stable
052b3dc2-e77b-4121-bfd7-2d68d5a4adcd,Colleen,Wolf,male,1920-08-18,105,White,Not Hispanic or Latino,8247 Martinez Roads,Lake Eric,OH,02293,US,Married,Chinese,Medicare,566-53-1528,Never,Heavy,Bachelor,Employed,39946,Stable
9f718f4e-be85-411c-8b6f-6bcc355244de,Jeffrey,Skinner,male,1975-08-05,50,Other,Not Hispanic or Latino,1274 Perry Orchard,Sanchezside,FL,50778,US,Divorced,Vietnamese,Medicare,196-77-8328,Never,Regular,High School,Student,150941,Stable
4eebb307-bdcb-481c-8679-a8a0bd1193a3,Julie,Taylor,male,1923-08-18,102,White,Not Hispanic or Latino,6584 Justin Hills,Grimesmouth,ND,63984,US,Widowed,Chinese,Uninsured,354-43-9043,Never,Occasional,Bachelor,Retired,10766,Homeless
e5623bdd-6a45-4f79-a7cf-58a45e11cfaf,Kathryn,Bennett,female,1932-08-15,93,Other,Hispanic or Latino,39636 Louis Mountains Suite 627,East Wayneshire,MA,13655,US,Divorced,Spanish,Medicare,896-57-1634,Never,Regular,Master,Employed,46173,Stable
45b40473-3e17-4783-948b-97a56d27d08c,Alicia,Bryant,female,1992-07-31,33,Black,Hispanic or Latino,2174 Hanson Locks,Port Markside,MS,42006,US,Divorced,Chinese,Private,642-92-7995,Former,Never,Bachelor,Employed,63927,Stable
0eef4417-f954-4459-9d0a-879f1fb76e01,Monique,Johnson,male,1915-08-20,110,Black,Hispanic or Latino,43161 Scott Square,Rebeccaton,MD,07856,US,Widowed,French,Medicare,301-46-6142,Never,Never,Bachelor,Unemployed,72422,Stable
ff8f8f7b-d378-4723-a3bc-6306b3ef08cf,Ryan,Sanchez,male,2018-07-25,7,White,Hispanic or Latino,222 Chelsea Light Apt. 792,South Dana,NH,33967,US,Widowed,Vietnamese,Private,683-02-7623,Former,Never,None,Student,0,Stable
379c045c-2186-4909-9fcb-874d5da28569,Rachel,Byrd,male,1970-08-06,55,White,Not Hispanic or Latino,75946 Bryant Hollow,South Melissa,CT,31592,US,Married,Vietnamese,Uninsured,391-74-5882,Former,Never,Doctorate,Disabled,71019,Stable
54c28381-770c-486b-bac7-7296137d0fad,Bailey,Haney,male,1988-08-01,37,White,Not Hispanic or Latino,64090 Wall Heights Apt. 953,New John,WV,94994,US,Divorced,English,Medicare,786-85-2241,Never,Never,Bachelor,Employed,199283,Stable
beea1f7a-66f4-4f5a-bcdd-8feadd4e107a,Courtney,Berger,male,1962-08-08,63,Asian,Not Hispanic or Latino,7095 Christopher Hill,Julieburgh,ID,17823,US,Divorced,French,Medicare,806-70-5995,Never,Never,Bachelor,Employed,33103,Stable
7f485b90-acf2-4bd7-98a0-cad66de06ad0,Alyssa,Mcintyre,male,1934-08-15,91,Black,Not Hispanic or Latino,7451 Mccarty Divide,Port Erica,TX,52590,US,Separated,French,Medicaid,867-72-5993,Never,Never,Master,Employed,128908,Assisted Living
b90d6a62-edf8-4675-b2c3-a060612f062f,Christopher,Foster,female,1935-08-15,90,White,Not Hispanic or Latino,175 Richards View Suite 137,New Nicoleside,MD,80465,US,Married,Vietnamese,Medicaid,227-83-1036,Never,Occasional,Master,Employed,118099,Assisted Living
071b885b-cd02-4df3-93ec-9e235cbc8702,Cynthia,Marshall,male,2004-07-28,21,Black,Hispanic or Latino,612 Sophia Hollow Suite 113,South Shawn,TN,97905,US,Divorced,Vietnamese,Uninsured,714-70-6867,Never,Occasional,Master,Employed,41171,Stable
df8d6ac3-ba58-4794-9922-23eeaa2cfaa7,Brenda,Barber,female,2018-07-25,7,Asian,Hispanic or Latino,179 Crosby Harbors Apt. 537,Sampsonstad,CT,90374,US,Never Married,German,Medicaid,377-70-5877,Former,Occasional,None,Student,0,Temporary
3f49e11e-6656-4d58-b431-8026bcd2d72f,Bruce,Hill,male,1976-08-04,49,White,Hispanic or Latino,1390 Kristin Gardens,Port Anne,CA,73142,US,Widowed,Chinese,Uninsured,213-76-3539,Never,Regular,Master,Employed,37286,Stable
2c78e8d3-8021-4b9f-9042-fb110e2dcf19,Lisa,Hall,female,1965-08-07,60,Asian,Not Hispanic or Latino,042 Amber Union,North Donna,AK,17776,US,Divorced,German,Medicare,016-46-3899,Former,Never,Bachelor,Student,10449,Temporary
ea58871a-25e4-45d4-8b88-988b74970b12,Brianna,Smith,male,1948-08-11,77,White,Hispanic or Latino,26811 West Lake Apt. 783,Lake Kristahaven,ME,60537,US,Divorced,French,Private,659-04-0997,Never,Heavy,Bachelor,Retired,123338,Assisted Living
c1969ed1-1d69-4252-8867-983c090c3b33,Yolanda,Boone,male,1981-08-03,44,Black,Hispanic or Latino,177 Rachel Islands Apt. 124,Oscarhaven,LA,59970,US,Divorced,Chinese,Medicare,518-78-7049,Never,Heavy,None,Unemployed,42159,Stable
0ed521b5-76a5-4c91-bc17-2e0b0287db7d,Cory,Miles,female,1934-08-15,91,White,Hispanic or Latino,7365 Ross Stream,West Ronaldview,MN,20507,US,Widowed,English,Medicaid,704-61-1100,Current,Occasional,High School,Unemployed,134898,Stable
569b5f42-8014-4be3-bae6-8400e83c473b,Christopher,Miller,male,2002-07-29,23,Black,Not Hispanic or Latino,52809 Santiago Loop Suite 604,Michaelshire,NY,28385,US,Separated,French,Medicare,159-85-7901,Never,Heavy,Master,Employed,75505,Stable
2dffc426-2881-436f-af09-9d121b3a41af,Jeffrey,Rodriguez,female,2003-07-29,22,Black,Hispanic or Latino,49368 Chelsea Shoals Suite 024,Sandrastad,AL,24278,US,Widowed,Spanish,Uninsured,891-19-9279,Never,Heavy,Bachelor,Student,120965,Stable
395f48aa-3543-400d-a5ae-d04d631d28fa,Diane,Jones,female,1972-08-05,53,Black,Hispanic or Latino,83667 Moore Inlet,Kimberlyshire,PA,11636,US,Never Married,Chinese,Private,054-20-2580,Current,Regular,Bachelor,Student,49967,Stable
00f9f787-57d2-44a3-a838-7668dfe079da,Karen,Williams,male,1922-08-18,103,White,Hispanic or Latino,7679 Perry Forge,West Russellport,TX,89431,US,Married,Vietnamese,Medicaid,608-63-8634,Never,Never,Master,Unemployed,172999,Stable
f3378d5a-9d1b-417e-9722-a108e9fb5ec1,Elizabeth,Williams,male,1977-08-04,48,Asian,Not Hispanic or Latino,003 Dougherty Trafficway Apt. 445,North Tylerchester,HI,17433,US,Widowed,English,Medicaid,390-69-3771,Former,Regular,Bachelor,Student,107682,Homeless
36d4ee96-6c14-41aa-8d8c-ce8d48b77911,Vincent,Whitaker,female,1966-08-07,59,Hispanic,Not Hispanic or Latino,60607 Michelle Ports Suite 966,Dariustown,MD,23028,US,Never Married,French,Private,821-80-7539,Never,Occasional,Bachelor,Student,87030,Stable
dc2bceb4-9eea-441d-ab45-aa19bb8364d3,Marilyn,Gillespie,male,1962-08-08,63,Hispanic,Hispanic or Latino,1369 Warren Locks,Juliebury,MA,22538,US,Separated,English,Medicare,079-66-1869,Current,Regular,Bachelor,Employed,104197,Stable
6b364e69-7945-486e-a978-6bdbf3da4cf2,Alyssa,Lee,female,1985-08-02,40,Asian,Hispanic or Latino,2312 Gonzalez Rapids Apt. 127,Webstershire,NV,89778,US,Never Married,English,Private,579-83-5296,Never,Never,Master,Retired,75334,Stable
20981867-638c-46e1-8382-609cd1717011,Michelle,Burton,male,1941-08-13,84,White,Hispanic or Latino,1774 Vargas Knoll,West Steventon,AR,48832,US,Separated,Vietnamese,Medicaid,852-37-1258,Never,Occasional,Doctorate,Employed,93969,Stable
9607d97b-1608-4b29-b974-a79f3ef230d9,Deanna,Madden,male,1966-08-07,59,Black,Not Hispanic or Latino,986 Carpenter Turnpike,South Reginashire,SD,25173,US,Never Married,French,Private,330-78-7793,Never,Occasional,None,Employed,37517,Stable
c8fc3fbb-1732-4513-9241-2a39f2d24979,Walter,Rosario,female,1940-08-13,85,Black,Hispanic or Latino,51820 Jasmine Mill Apt. 554,Ortizmouth,TX,78867,US,Separated,Chinese,Private,054-81-5483,Never,Never,None,Retired,167493,Stable
4f8c7e41-940f-4225-95cd-7f2fa9da6523,Cameron,Davis,female,1941-08-13,84,Black,Hispanic or Latino,4925 Brandi Divide Suite 462,West Angelicamouth,GU,17251,US,Divorced,Spanish,Private,687-90-8625,Never,Occasional,Master,Student,5751,Stable
c6c00988-5e50-48f2-af72-029d68e86c78,Clarence,Santiago,male,2000-07-29,25,Asian,Not Hispanic or Latino,54235 Lee Dam Apt. 141,Lake Matthewberg,PA,49878,US,Divorced,French,Medicare,158-21-2963,Former,Occasional,High School,Employed,162762,Stable
b047ff60-b63f-46fe-a93f-b91ac8e2c75b,Marie,Wise,male,1961-08-08,64,White,Hispanic or Latino,706 Rhodes Freeway,Bishopmouth,IN,70494,US,Married,Chinese,Uninsured,245-40-7685,Former,Never,High School,Unemployed,34448,Assisted Living
84d2db52-25f9-46c0-a0e0-43a6c9465cb0,Rebecca,Lee,female,1941-08-13,84,Hispanic,Hispanic or Latino,4688 Burch Viaduct Apt. 924,Lake Timothystad,OH,13947,US,Separated,Chinese,Medicare,729-67-2043,Never,Never,Doctorate,Employed,195706,Stable
ccf38387-7945-444e-891e-be5b03a168ad,Justin,Hines,male,1959-08-09,66,White,Not Hispanic or Latino,8261 Lisa Keys Apt. 606,Joeland,MN,29931,US,Married,French,Medicare,029-41-1624,Former,Occasional,Master,Retired,69326,Temporary
de2e1964-44a5-47d7-9452-b84fa5602589,Mary,Santos,female,1967-08-07,58,White,Not Hispanic or Latino,04727 Gilbert Common,West Jasonberg,OH,95821,US,Never Married,English,Private,624-68-6935,Never,Regular,None,Employed,85984,Stable
069a6672-5547-4a97-a502-de3450bd2b4f,Daniel,Roberts,male,1952-08-10,73,Black,Not Hispanic or Latino,03697 Daniel Parks Apt. 893,West Ruben,RI,46745,US,Widowed,Vietnamese,Medicare,247-74-6826,Never,Never,None,Student,25478,Stable
5216dd00-0e31-46df-ae72-704ae0261d4c,Jacob,Barnett,female,1920-08-18,105,White,Hispanic or Latino,88888 Peter Mountains Apt. 654,West Kristinastad,IA,96569,US,Separated,Vietnamese,Private,673-81-1699,Former,Never,Bachelor,Employed,106985,Stable
a6809249-7a0c-49bf-829d-71434eeb8b38,Kelsey,Moss,male,2017-07-25,8,White,Not Hispanic or Latino,05852 Pollard Neck Apt. 217,West Jamesborough,FM,05993,US,Never Married,Chinese,Medicaid,324-40-8445,Current,Occasional,None,Student,0,Stable
da78755d-e054-4cdd-926b-e594f70f5d1c,Raymond,Ochoa,male,1909-08-21,116,Hispanic,Not Hispanic or Latino,0345 Michelle Isle Suite 156,Paulfurt,MA,24987,US,Divorced,Spanish,Medicaid,509-89-8152,Never,Occasional,None,Employed,148000,Stable
ebfb5caa-8849-4f79-b8ea-09b70fe94962,Michael,Salinas,male,1979-08-04,46,White,Not Hispanic or Latino,61692 Morris Common Suite 447,Jacksonmouth,MI,59107,US,Married,Vietnamese,Uninsured,044-94-5777,Never,Regular,Bachelor,Employed,28816,Stable
5d39dbd2-ee00-46c6-a423-e8061fbcaf55,Christina,Graham,male,1961-08-08,64,Asian,Hispanic or Latino,65820 Melinda Springs,Johnsonland,IA,85063,US,Widowed,Vietnamese,Medicare,376-47-6273,Never,Never,Master,Disabled,16661,Stable
3ffb8318-9ef8-42c7-8032-d89bb3161417,Stacy,Johnson,female,2010-07-27,15,White,Not Hispanic or Latino,755 Hines Ports,New Michael,MD,85640,US,Divorced,German,Medicaid,286-32-1859,Never,Regular,None,Student,0,Stable
f75b3f12-731f-4e53-8bd2-9fb2ed2e4f0f,Anthony,Lopez,male,2017-07-25,8,Black,Hispanic or Latino,144 Lewis Ridge Suite 731,Port Charles,HI,94003,US,Widowed,German,Uninsured,456-12-5237,Former,Never,None,Student,0,Stable
d35e5b0e-b34c-4ab4-808c-a7996be76205,Elizabeth,Mckinney,female,2022-07-24,3,Black,Hispanic or Latino,2258 David Flats Apt. 370,Angelastad,NH,72806,US,Married,French,Private,133-79-1413,Former,Regular,None,Student,0,Stable
2bb2fe05-5341-43b4-ad31-7af018ae109a,Cameron,Sanders,female,1934-08-15,91,White,Not Hispanic or Latino,669 David Island Apt. 778,Davidside,SC,77543,US,Never Married,English,Uninsured,187-99-2115,Never,Never,None,Student,109049,Stable
9b51bf08-4d55-4bff-829c-b42c69d85fc7,Ryan,Bartlett,female,2014-07-26,11,Black,Not Hispanic or Latino,82422 Donovan Fork,Staceyhaven,MH,37731,US,Widowed,Chinese,Uninsured,867-11-4106,Never,Occasional,None,Student,0,Stable
c2dd9d93-242d-4d6e-bffc-b6ec0aa1ab79,James,Huber,female,1913-08-20,112,Black,Not Hispanic or Latino,49818 Brittany Prairie Apt. 299,Meganshire,AZ,04219,US,Divorced,German,Private,084-06-9450,Never,Occasional,Bachelor,Student,13486,Stable
cd6921c1-2174-4de5-a1d7-b49a7998c12e,Joseph,Clark,male,1998-07-30,27,White,Hispanic or Latino,078 May Hollow Suite 364,Joneston,GA,58120,US,Never Married,Spanish,Private,426-62-7610,Never,Regular,Master,Student,150496,Stable
0ab10d69-63bb-4c68-9471-bf60637bfcc2,James,Lawson,male,1940-08-13,85,White,Not Hispanic or Latino,556 Kathleen Passage Apt. 537,West Shannonberg,CT,07133,US,Separated,Spanish,Uninsured,298-50-6851,Never,Occasional,High School,Student,89082,Assisted Living
13004a47-6849-41b1-a3c2-3aee9226f469,John,Grimes,male,1974-08-05,51,Asian,Not Hispanic or Latino,9532 Ferrell Mountain,Kochfort,AK,12303,US,Never Married,Chinese,Uninsured,403-65-7492,Former,Occasional,High School,Employed,41263,Stable
f24c4402-48e0-40b1-a376-e623e42817ad,Tammy,Lewis,male,1969-08-06,56,White,Hispanic or Latino,04797 Herrera Vista Apt. 624,Kathrynstad,AZ,53006,US,Separated,Vietnamese,Private,053-73-9205,Former,Never,Bachelor,Employed,159141,Stable
d38f6c1e-b0ad-402b-9a15-76b2ec822f82,James,Tran,female,2013-07-26,12,White,Hispanic or Latino,8784 David Court,Brooksmouth,OH,48421,US,Divorced,Chinese,Medicare,774-19-3262,Never,Heavy,None,Student,0,Stable
f4d950c8-cee3-411e-a6eb-e458132d987c,Carrie,Morales,male,2012-07-26,13,White,Hispanic or Latino,02578 Hernandez Passage,West Sarah,MD,21800,US,Never Married,French,Medicare,403-79-4903,Former,Occasional,None,Student,0,Homeless
e5b0c952-2bb1-4548-9a4c-bdb9f58942f7,Brittney,Romero,female,1970-08-06,55,Black,Hispanic or Latino,947 Micheal Spring Apt. 694,New Thomasshire,OK,30325,US,Married,German,Uninsured,739-07-9561,Never,Regular,Bachelor,Employed,20411,Stable
cb094170-ae60-453b-b30f-3abe7dfa7573,Timothy,Warren,male,1936-08-14,89,White,Not Hispanic or Latino,30913 Scott Manor Apt. 636,Salaston,VT,18599,US,Divorced,Spanish,Medicare,532-27-9190,Never,Occasional,High School,Retired,23102,Stable
5d6d801b-3807-409b-a326-23938e8509fd,Mark,Bates,male,1981-08-03,44,Other,Not Hispanic or Latino,2785 Lowe Ways Suite 973,West Angela,IN,39509,US,Divorced,Spanish,Medicaid,790-37-3397,Never,Regular,None,Retired,139094,Stable
aad7d23d-3d1a-4603-9a28-8625a2640594,Hannah,Burns,male,1960-08-08,65,White,Hispanic or Latino,8441 Huang Locks Suite 240,Stephanieland,MI,58484,US,Divorced,Spanish,Uninsured,672-33-7850,Former,Occasional,Doctorate,Student,199007,Stable
f16b0636-6fcd-41df-901b-a3ce1a7154a4,Jason,Clayton,male,2011-07-27,14,Asian,Hispanic or Latino,421 John Skyway Apt. 301,Riverafort,CT,89786,US,Widowed,English,Medicare,790-18-0085,Never,Never,None,Student,0,Stable
00f650ec-bd15-4e4b-bf10-9f319edf6796,Tamara,Spence,male,1975-08-05,50,Other,Not Hispanic or Latino,7734 Mitchell Circle,Lake Audreyside,WA,95281,US,Widowed,German,Medicaid,871-05-2869,Never,Occasional,Bachelor,Unemployed,20114,Assisted Living
0a9c6f76-4dbd-4219-a024-d4d3efbb8eb6,Robert,Monroe,male,1969-08-06,56,White,Not Hispanic or Latino,7240 Kenneth Rapids,West Justinside,NC,65239,US,Never Married,Spanish,Uninsured,138-65-7669,Never,Regular,Bachelor,Student,131430,Stable
